row_index,key,contoh,googlecontoh
89654,mereta-reta,kerjanya tiada lain mereta-reta sepanjang malam,his work was nothing but towing around all night
89655,meretak,gelas baru itu meretak karena dituangi air panas,the new glass cracked because hot water was poured into it
89656,meretakkan,dialah yang meretakkan hubunganku dengan gadis itu,he was the one who broke up my relationship with that girl
89657,meretas,meretas kelim,hack the hem
89659,meretas,"karena putus asa, ia meretas perutnya sendiri dengan sebilah pisau","In desperation, he slashed his own stomach with a knife."
89661,meretas,pencuri itu lolos setelah meretas dinding kamarku,the thief escaped after hacking the wall of my room
89663,meretek,badannya meretek kedinginan,his body was cracking with cold
89668,meretur,redaksi meretur karangan yang kurang baik itu kepada pengarangnya,the editors returned the poor essay to the author
89669,merevaluasi,"celakanya, ia menandaskan, banyak manajemen perusahaan yang tidak berkeinginan merevaluasi aset","Unfortunately, he stressed, many company managements do not want to revalue their assets."
89670,merevisi,kami akan merevisi buku ini agar menjadi lebih baik,we will revise this book to make it better
89671,merevitalisasi,sinar matahari dibutuhkan untuk merevitalisasi tubuh kita,Sunlight is needed to revitalize our bodies
89672,merevolusi,merevolusi mental,revolutionize the mentality
89675,merewang,tembakannya merewang,his shot went wide
89676,merewet,api itu terus merewet ke bangunan-bangunan di sekitarnya,the fire continued to spread to the surrounding buildings
89678,merger,beberapa bank di Jakarta dan Surabaya telah melakukan merger,Several banks in Jakarta and Surabaya have merged
89686,meriah,perarakan yang meriah itu menuju istana,a lively procession to the palace
89687,meriah,hari ulang tahunnya dirayakan dengan meriah,his birthday was celebrated with great fanfare
89698,meriang,"badannya meriang, lidahnya terasa pahit","his body was shivering, his tongue felt bitter"
89699,meriangkan,hal itu benar-benar meriangkan hati kami,it really cheers our hearts
89700,meriap,meriap rumput di depan rumahnya,mowing the grass in front of his house
89702,meriapkan,meriapkan kemampuan segala imbuhan ini penting dalam pengembangan bahasa kita,preparing the ability of all these affixes is important in the development of our language
89703,merias,dalam hal merias pengantin dia memang ahli,"when it comes to bridal make-up, she is indeed an expert"
89704,meriba,berjaga siang dan malam berganti-ganti meriba putra baginda itu,guarding the king's son alternately day and night
89719,meridai,Tuhan meridai perjuangan kita melawan penjajah,God bless our struggle against the invaders
89730,merikuhkan,kedatangannya yang mendadak merikuhkan tuan rumah,His sudden arrival disturbed the host
89731,merilekskan,kegunaan terapi ini untuk merilekskan otot-otot kaki,The use of this therapy is to relax the leg muscles
89734,merimaskan,persoalan itu sangat merimaskan saya,This issue really worries me
89735,merimba,ladangnya sudah merimba,the fields are already overgrown
89736,merimba,setiap hari ia merimba mencari kayu bakar,Every day he goes into the jungle looking for firewood
89738,merimbun,rumah itu terlindung oleh bebungaan yang merimbun,the house is protected by lush flowers
89739,merimpuhkan,merimpuhkan musuh,to weaken the enemy
89744,merincukan,pekerjaannya hanya merincukan keadaan saja,his work is just confusing the situation
89745,merindang,taman dengan pohon-pohonnya yang tampak merindang,a garden with shady trees
89746,merinding,ia merinding mendengar suara makhluk itu,he got goosebumps hearing the creature's voice
89748,merindingkan,teriakannya keras merindingkan yang mendengarkannya,his screams were so loud that it gave goosebumps to those who heard it
89749,merindu,kelakuannya seperti orang sedang merindu,his behavior is like someone who is missing someone
89751,merindui,ia merindui anaknya yang tidak kunjung datang,he missed his son who never came
89752,merindukan,dia merindukan kekasihnya,he misses his lover
89753,merindukan,dia tidak mengerti bahwa aku merindukannya,he doesn't understand that i miss him
89754,merindukan,nyanyian yang merawankan dan merindukan hati,a song that touches and longs for the heart
89756,meringankan,bantuan Anda benar-benar meringankan pekerjaan saya,your help really makes my work easier
89757,meringankan,"kerjakanlah dulu, jangan meringankan begitu saja","do it first, don't just lighten it up"
89761,meringik,dia tidak menangis hanya meringik sebentar,he didn't cry just whimpered for a moment
89762,meringis,orang itu berolok-olok sambil meringis,the person was joking while grimacing
89765,meringkai,tanaman meringkai karena panjangnya musim kemarau,plants are drying up due to the long dry season
89766,meringkaikan,nelayan meringkaikan ikan hasil tangkapannya,fishermen drying their catch
89767,meringkas,mereka sedang meringkas isi bacaan,they are summarizing the contents of the reading
89768,meringkaskan,ia meringkaskan barang-barang itu supaya dapat masuk ke dalam peti,he summarized the items so they could fit into the chest
89769,meringkaskan,meringkaskan pembicaraan,summarize the discussion
89770,meringkik,terdengar suara kuda meringkik di halaman,the sound of a horse neighing was heard in the yard
89771,meringking,terdengarlah teriakannya meringking,his screams were heard whining
89772,meringkuk,ia pun meringkuk bersembunyi di kamarnya,he cowered and hid in his room
89773,meringkuk,ia pernah meringkuk dua tahun di penjara,he once spent two years in prison
89776,meringkus,pagi-pagi benar para jagal sudah meringkus kaki sapi yang akan dipotong,Very early in the morning the butchers had already grabbed the legs of the cow that was going to be slaughtered
89777,meringkus,polisi berhasil meringkus penjahat itu,the police managed to catch the criminal
89778,meringsing,kulit mulai meringsing dengan bertambahnya usia,skin begins to sag with age
89782,merintang,dialah yang merintang hatiku yang sedih,he is the one who hinders my sad heart
89783,merintang,ibu berupaya merintang adik yang sejak tadi menangis,Mother tried to stop her sister who had been crying
89793,merintangi,pohon yang tumbang di jalan itu merintangi kendaraan yang akan lewat,the tree that fell on the road blocked the way for passing vehicles
89794,merintangi,jangan merintangi orang yang sedang bekerja,don't obstruct people who are working
89795,merintangkan,merintangkan batang-batang kayu di tengah jalan,to put logs in the middle of the road
89796,merintas,"setelah merintas jalan kereta api, dia membelok ke kiri","after crossing the railroad tracks, he turned left"
89797,merintih,si sakit merintih tiada berkeputusan,The sick man groaned without stopping
89798,merintih,mereka merintih tiada sanggup lagi membayar pajak seberat itu,they groaned that they could no longer afford to pay such heavy taxes
89799,merintik-rintik,embun pagi mulai merintik-rintik,morning dew begins to drizzle
89800,merintis,beberapa hari lamanya mereka merintis hutan,for several days they pioneered the forest
89801,merintis,pekerjaan merintis jalan kereta api itu memerlukan banyak tenaga dan biaya,The work of pioneering the railway required a lot of manpower and money
89802,merintis,Ibu Kartini telah merintis jalan untuk memajukan kaum wanita,Mrs. Kartini has paved the way for advancing women
89804,merisak,mereka tidak putus-putusnya merisakku dengan berbagai olok-olokan,they never stop bullying me with various kinds of teasing
89805,merisak,dia tetap berkomitmen untuk tidak terpancing dengan membalas kampanye negatif terhadap mereka yang merisak,he remains committed to not being provoked into responding to negative campaigns against those who bully him
89807,merisaukan,"jika terbukti merisaukan ketenteraman masyarakat, dia pasti akan dituntut","If it is proven that he is causing concern for public peace, he will definitely be prosecuted"
89808,merisaukan,peristiwa itu sangat merisaukan hati kami,This incident really worries us
89809,meriset,perkebunan yang khusus meriset dan mengembangkan komoditias perkebunan,plantations that specifically research and develop plantation commodities
89810,merisik,dia merisik sakunya ketika melihat seorang pengemis,he was rummaging through his pockets when he saw a beggar
89811,merisik,"sebelum meminang, kami merisik terlebih dulu","Before proposing, we did some research first"
89816,merisikkan,dia telah merisikkan berita burung itu kepada ibu,he had whispered the news of the bird to mother
89824,meritul,"dalam satu tahun masa jabatannya, pemimpin perusahaan itu telah meritul lima orang karyawannya","In one year of his tenure, the company leader has laid off five of his employees."
89826,meriung,mereka meriung di bawah pohon yang rindang sambil menikmati bekal yang mereka bawa,they gathered under a shady tree while enjoying the provisions they brought
89827,meriwayatkan,dialah yang meriwayatkan autobiografi ayahnya kepada kami,it was he who narrated his father's autobiography to us
89848,merobek,inilah sebenarnya yang merobek pikiran dan perasaannya,this is what actually tore apart his thoughts and feelings
89852,merobohkan,ia dengan mudah merobohkan lawan-lawannya,he easily knocked down his opponents
89866,merogoh,merogoh pistol dari kocek celananya,took a gun from his trouser pocket
89872,merojol,ikan yang sudah ditangkapnya itu merojol dari sela-sela lubang jaringnya,the fish he had caught stuck out from between the holes in his net
89874,meroket,Irak meroket instalasi minyak Iran,Iraq rockets Iranian oil installations
89876,meroket,kariernya sebagai penyanyi mulai meroket,her career as a singer began to skyrocket
89879,meromantisisme,teknologi pascamodern yang meromantisisme kepahlawanan masa lampau dalam dunia fragmentasi masa kini,postmodern technology that romanticizes past heroism in today's fragmented world
89880,merombak,dalam waktu dekat ini pemerintah akan merombak gedung tua itu,In the near future the government will renovate the old building
89881,merombak,merombak susunan kabinet,reshuffle the cabinet
89892,merompak,perampok dengan mudah merompak pintu,robbers easily robbed the door
89895,merompes,ibu sedang merompes tanaman di kebun,mother was pruning plants in the garden
89897,meromusakan,pemerintah Jepang meromusakan rakyat setempat,the Japanese government destroyed the local people
89898,merona,wajah gadis itu merona merah karena malu,the girl's face turned red with embarrassment
89899,meronce,pencoleng itu telah meronce habis-habisan semua harta bendanya,The thief had plundered all his possessions
89901,meronda,malam itu ia harus meronda,that night he had to patrol
89903,merondokkan,pencuri merondokkan barang curiannya,the thief threw away his stolen goods
89905,merongga,"karena deburan ombak setiap hari, makin lama batu itu makin merongga","because of the pounding of the waves every day, the longer the rock becomes more hollow"
89906,meronggakan,cacing itu bertugas meronggakan tanah,The worm's job is to dig up the soil
89911,merongos,"sejak sakit, ia menjadi merongos","Since he got sick, he has become sluggish"
89918,merongrong,"para pengacau yang mengganggu ketertiban, bahkan merongrong kewibawaan pemerintah akan ditindak tegas","troublemakers who disturb order, even undermine the authority of the government, will be dealt with firmly."
89922,meronta,"meskipun telah diikat tangannya, masih juga meronta hendak lepas; pikirannya (hatinya) meronta selalu gelisah","even though his hands were tied, he still struggled to get free; his mind (heart) struggled and was always restless"
89924,merontgen,tugas merontgen di rumah sakit hanya diserahkan kepada yang sudah ahli,The task of X-rays in hospitals is only given to those who are experts
89925,merontokkan,ia berhasil merontokkan gigi lawannya,he managed to knock out his opponent's teeth
89926,merontokkan,dalam babak penyisihan kesebelasan itu berhasil merontokkan lawan yang diunggulkan bakal menjadi juara,"In the preliminary round, the team managed to defeat the opponent who was predicted to be the champion."
89927,meronyeh,"akibat sakit payah itu, bicaranya meronyeh","due to the pain, his speech was slurred"
89928,meronyok,sengaja dia meronyok kertas-kertas di laci saya itu,He deliberately thrashed the papers in my drawer
89930,merorod,celananya merorod,his pants were falling down
89932,merorok,dia merorok anak itu dari umur dua hari,he molested the child from the age of two days
89934,merosok,merosok saku; merosok ikan mencari ikan dengan meraba-raba di antara batu-batuan,pocket pocket; fishing fish looking for fish by groping between the rocks
89935,merosokkan,ia pun duduk serta merosokkan kakinya ke bawah meja rendah itu,He sat down and put his feet under the low table
89938,merosot,"tanpa disadari, anaknya sudah merosot dari pangkuannya","without realizing it, his child had slipped from his lap"
89939,merosot,"harga tekstil di pasaran merosot; tidak benar bahwa wibawa pemerintah sudah merosot; akibat kejadian itu, perusahaannya makin merosot","The price of textiles in the market has fallen; it is not true that the government's authority has declined; as a result of this incident, the company has declined even further"
89942,merotan,pekerjaannya merotan di hutan,his job is rattan in the forest
89943,merotan,"karena kesalnya, sais itu merotan kudanya","because he was annoyed, the coachman whipped his horse"
89944,merotasi,pelatih merotasi sejumlah pemain dalam pertandingan ini,the coach rotated a number of players in this match
89945,merotok,suara jagung yang sedang digoreng merotok seperti bunyi senapan,the sound of corn being fried crackling like a gunshot
89946,merotok,ia merotok melihat pekerjaan yang diserahkan kepadanya,He stared at the work handed to him
89948,meroyak,boroknya bertambah meroyak,the ulcer is getting worse
89949,meroyak,suara tangis anak itu meroyak sehingga ibunya bertambah panik,The sound of the child's crying was so loud that the mother became even more panicked
89951,meroyer,persatuan bulu tangkis akan meroyer beberapa orang anggotanya,the badminton association will lay off some of its members
89953,merpati,sepasang merpati sedang duduk bermesraan di pinggir danau,a pair of doves are sitting in love on the edge of the lake
89963,mersik,kami terbangun oleh bunyi mersik piring yang jatuh itu,we woke up to the sound of the plates falling
89965,mersik,ikan yang digoreng mersik itu rasanya lebih enak,The fish that is fried thoroughly tastes better
89966,mersik,badannya kurus mersik,his body is thin and clean
89978,merua,kekuasaan penjajah makin merua karena prajurit kekurangan alat-alat persenjataan,the colonial power was increasingly diminishing because the soldiers lacked weapons
89980,meruah,ketua rombongan meruah anak buahnya untuk berkumpul,the head of the group gathered his subordinates to gather
89982,meruahkan,Tuhan yang Maha Esa telah meruahkan rahmat-Nya kepada umat-Nya,God Almighty has showered His mercy on His people
89983,meruak,api telah meruak menghabiskan rumah-rumah petak di dekat rumahku,the fire has spread and destroyed the tenement houses near my house
89984,meruak,luka pada kakinya meruak karena tidak diobati,the wound on his leg had festered due to lack of treatment
89985,meruak,di luar dugaannya meruaklah gulungan ular dekat tempat duduknya,"to his surprise, a coil of snakes appeared near his seat."
89987,meruang,di kampung kami hanya ada dua orang yang biasa memandikan dan meruang mayat; setiap minggu prajurit itu meruang senjata,in our village there are only two people who usually wash and hold corpses; every week the soldier carries a weapon
89989,meruap,semua orang menyukai yang meruap,everyone loves the steamy ones
89990,meruap,air soda yang dituang ke dalam gelas itu meruap,the soda water poured into the glass evaporated
89991,meruap,tutuplah kaleng bensin itu supaya tidak meruap,Close the petrol can so it doesn't overflow
89992,meruap,"janganlah kamu sering meruap begitu, kurang baik","Don't vomit like that often, it's not good"
89993,meruap,dari luar meruap bau sate ayam yang sedang dibakar,From outside there was the smell of chicken satay being grilled
89994,meruap,darahnya meruap marah sekali,his blood was boiling with anger
89996,meruap-ruap,semangat untuk menyelesaikan penyusunan kamus bahasa Indonesia meruap-ruap di dadanya,enthusiasm to finish compiling the Indonesian dictionary welled up in his chest
90003,merubung,orang-orang merubung tukang jual obat di kaki lima,people crowd around the street vendor selling drugs
90004,merudal,tentara multinasional merudal persembunyian tentara musuh,multinational troops missile enemy troop hideouts
90005,merudu,nenekku jalannya merudu karena umurnya sudah hampir delapan puluh tahun,My grandmother walks with a limp because she is almost eighty years old.
90007,merugi,"jika dijual sekali, akan merugi dua ratus rupiah; siapa yang mau merugi","If sold once, it will result in a loss of two hundred rupiah; who wants to lose?"
90008,merugikan,pemogokan itu merugikan perusahaan jutaan rupiah,the strike cost the company millions of rupiah
90009,merugikan,ada pedagang yang merugikan barang dagangannya karena perlu uang,There are traders who lose their merchandise because they need money
90010,merugikan,peraturan ujian itu sangat merugikan para peserta ujian,the exam rules are very detrimental to the exam participants
90013,merujak,mereka mengisi waktu luang dengan merujak di taman,they fill their free time by making rujak in the park
90014,merujak,warganet merujak dia karena unggahan negatifnya,Netizens criticized him for his negative posts
90017,merujuk,"untuk penjelasan itu, ia merujuk kepada beberapa buku yang terkenal","For this explanation, he refers to several famous books"
90019,merukiah,dia mencoba merukiah diri sendiri karena merasa diganggu makhluk halus,He tried to enchant himself because he felt he was being disturbed by spirits.
90023,merukunkan,siapakah yang dapat merukunkan kakak beradik yang sedang berselisih itu?,Who can reconcile the brothers who are at odds?
90024,merukunkan,pemerintah setempat berusaha merukunkan suku-suku yang sedang bermusuhan itu,the local government is trying to reconcile the warring tribes
90025,merumahkan,tahun ini perusahaan itu telah merumahkan puluhan buruhnya yang tidak disiplin,This year the company has laid off dozens of its undisciplined workers.
90026,merumahsakitkan,"untuk menghindarkan wabah penyakit, dinas kesehatan selalu menganjurkan agar masyarakat segera merumahsakitkan orang yang terkena penyakit menular, seperti demam berdarah","To prevent disease outbreaks, the health department always recommends that people immediately hospitalize people who have infectious diseases, such as dengue fever."
90032,merumpi,telepon terkadang digunakan untuk merumpi,telephones are sometimes used for gossiping
90033,merumponkan,Pemerintah Provinsi DKI Jakarta merumponkan becak-becak ke laut,The DKI Jakarta Provincial Government is throwing pedicabs into the sea
90034,merumpun,rotan merumpun di tepi sungai,rattan clumps on the riverbank
90038,merumput,bintang pujaan kesebelasan Italia merumput kembali setelah beristirahat selama enam bulan,The Italian team's favorite star returns to action after a six-month break
90042,merumuk,"ia sudah ketularan penyakit, lihatlah ia merumuk terus","he has caught the disease, look at him, he keeps getting sick"
90044,merumuskan,badan legislatif telah merumuskan undang-undang kepegawaian,the legislative body has formulated a civil service law
90045,merumuskan,pimpinan yang berwibawa harus dapat menggodok dan merumuskan putusan terakhir secara tepat,an authoritative leader must be able to formulate and refine the final decision precisely
90046,meruncing,benua itu meruncing ke arah selatan dan melebar ke sebelah utara,the continent tapers towards the south and widens towards the north
90047,meruncing,meruncing pensil,sharpened pencil
90048,meruncing,"pertentangan itu tidak berkurang, bahkan meruncing","the conflict did not decrease, in fact it escalated"
90052,merunding,runding merunding [1] hitung-menghitung [2] timbang-menimbang,negotiate negotiate [1] calculate [2] consider
90053,merundingkan,mereka sedang merundingkan hari pernikahan anaknya,they are discussing their son's wedding day
90055,merunduk,"sebagai ilmu padi, makin berisi makin merunduk","as rice science, the fuller the rice, the more it bends"
90058,merundung,"anak itu merundung ayahnya, meminta dibelikan sepeda baru","The child bullied his father, asking to buy him a new bicycle"
90059,merundung,ia tabah atas kemalangan yang telah merundungnya,he was steadfast about the misfortune that had beset him
90064,merungguhkan,merungguhkan rumah,demolish the house
90066,merungkau,rambutnya porak-parik dan setengah merungkau menutupi wajahnya,her hair was messy and half-curled covering her face
90072,merungut-rungut,sambil merungut-rungut diterimanya juga uang itu,while grumbling about receiving the money
90076,merunjang,orang yang baru datang dari desa itu merunjang ke sana kemari,people who had just arrived from the village were wandering here and there
90081,meruntas,meruntas buah dari ranting,stringing fruit from branches
90088,meruntuhkan,bom yang dahsyat itu telah meruntuhkan puluhan gedung di kota itu,The powerful bomb destroyed dozens of buildings in the city.
90089,meruntuhkan,hutan itu menjaga air hujan supaya tidak meruntuhkan tanah di lereng gunung,The forest keeps rainwater from collapsing the soil on the mountain slopes
90090,meruntuhkan,segala usaha untuk meruntuhkan pertahanan musuh itu telah gagal,all attempts to break down the enemy's defenses have failed
90091,meruntuhkan,"akibat memakai narkoba, ia telah meruntuhkan cita-citanya menjadi seorang dokter","Due to using drugs, he has destroyed his dream of becoming a doctor."
90094,meruntun,wanita itu menangis terisak-isak sambil meruntun rambut,the woman sobbed while pulling out her hair
90095,meruntun,pangeran hendak meruntun negeri itu dari tangan maharaja,The prince wanted to take the country out of the hands of the Maharaja
90097,merunut,mereka merunut jejak itu sampai ke hilir sungai,they traced the trail down to the river
90098,merunut,polisi merunut perkara pembunuhan,police investigate murder case
90109,merupai,rumahnya merupai bangunan Italia,the house is an Italian building
90110,merupakan,formasi barisan itu merupakan lambang PON,the formation of the line is the symbol of PON
90111,merupakan,kata merupakan bagian terkecil dari bahasa,words are the smallest part of language
90112,merupakan,minyak bumi merupakan hasil ekspor yang terpenting bagi negara kita,Petroleum is the most important export product for our country
90116,merusak,kritik yang merusak; ada tenaga yang membangun dan ada pula tenaga yang merusak,destructive criticism; there is constructive energy and there is also destructive energy
90118,merusaki,segerombolan gajah sering masuk kampung dan merusaki tanaman petani,A herd of elephants often enters the village and damages farmers' crops
90119,merusakkan,emosi dan keberangan pemain gelandang tengah telah merusakkan permainan itu,The midfielder's emotions and anger ruined the game.
90121,merusuh,masih banyak gerombolan bersenjata yang merusuh di hutan jati itu,There are still many armed gangs rioting in the teak forest
90122,merusuh,ia sudah tenang dan sudah dapat menguasai hatinya yang merusuh itu,He had calmed down and was able to control his troubled heart
90123,merusuhi,garong dan penodong selalu merusuhi daerah yang sunyi itu,Robbers and muggers always disturb the quiet area
90125,merusuhkan,kematian suami itulah yang sangat merusuhkan hatinya,It was her husband's death that really disturbed her heart
90126,merusuhkan,apa gunanya engkau merusuhkan anakmu yang sudah meninggal dunia itu,What's the point of disturbing your dead child?
90127,merusuk,ia merusuk penunggang kuda itu dengan tombak,he pierced the horseman with a spear
90128,merusuk,berjalan merusuk,walking in a crevice
90129,merusuk,berbaring merusuk di atas tempat tidur; orang sakit itu tidur merusuk,lying on his back in bed; the sick man sleeps on his back
90131,merutinkan,kepala sekolah merutinkan pertemuan para orang tua murid dan guru pada setiap akhir semester pelajaran,The principal routinely holds meetings between parents and teachers at the end of each semester.
90134,meruwat,meruwat harimau jadi-jadian,treating a werewolf tiger
90135,meruwat,upacara meruwat anak tunggal itu dihadiri oleh keluarga terdekat,The ceremony to cleanse the only child was attended by the closest family.
90137,meruyak,hal itu sudah berkembang dan meruyak ke seluruh lapisan masyarakat,it has developed and spread to all levels of society
90140,mes,tebunya dipupuk dengan mes supaya baik pertumbuhannya,The sugar cane is fertilized with fertilizer so that it grows well
90148,mesem,"perempuan itu mesem saja, tidak mau menjawab pertanyaan saya","The woman just smiled, didn't want to answer my question."
90239,meski,"meski hujan lebat, ia berangkat juga","even though it was raining heavily, he still left"
90270,mesra,saat itu saya tidak dapat lagi membedakan yang baik dan buruk karena iblis sudah mesra kepada hatiku; hal itu telah mesra di dalam hati,At that time I could no longer differentiate between good and bad because the devil had become close to my heart; it had become close to my heart.
90271,mesra,hubungan cintanya sudah terlalu mesra; pertalian batin yang mesra,the love affair is too intimate; intimate inner bond
90274,mesti,"kalau kauturuti nasihat itu, mesti tercapai maksudmu","If you follow that advice, your goal will surely be achieved."
90275,mesti,engkau mesti berangkat sekarang kalau engkau tidak ingin terlambat menghadiri pemakaman ayahmu,You must leave now if you don't want to be late for your father's funeral.
90278,mestika,elok sekali seperti mestika gamat,very beautiful like mustika gamat
90285,mesum,pakaiannya telah mesum; tempat yang mesum,her clothes were obscene; a dirty place
90286,mesum,bacaan yang isinya sangat mesum; perbuatan yang mesum,reading material that contains very obscene content; obscene acts
90289,met-,metanefros,metanephros
90290,met-,metastasis; metamorfosis,metastasis; metamorphosis
90291,met-,metatesis,metathesis
90292,met-,metafisika; metalinguistik,metaphysics; metalinguistics
90293,met-,metadinitrobenzena,metadinitrobenzene
90294,met-,metaldehida,metaldehyde
90295,met-,metafosfat,metaphosphate
90296,meta,semua prajurit menyingkir mencari perlindungan dari gajah yang sedang meta,all the soldiers moved aside to seek protection from the charging elephant
90297,meta-,metanefros,metanephros
90298,meta-,metastasis; metamorfosis,metastasis; metamorphosis
90299,meta-,metatesis,metathesis
90300,meta-,metafisika; metalinguistik,metaphysics; metalinguistics
90301,meta-,metadinitrobenzena,metadinitrobenzene
90302,meta-,metaldehida,metaldehyde
90303,meta-,metafosfat,metaphosphate
90308,metabolis,alat kedokteran mutakhir sudah dapat menentukan gangguan metabolis yang dibawa bayi sebelum lahir,Advanced medical equipment can now detect metabolic disorders that babies carry before birth.
90311,metabolisme,terjadinya metabolisme mikrobiologis di dalam tanah menghasilkan zat lemas,the occurrence of microbiological metabolism in the soil produces a limp substance
90338,metah,baru metah [1] baru benar-benar [2] baru sekali; putih metah putih sekali,brand new [1] brand new [2] brand new; brand new [2] brand new
90346,metalik,biru metalik,metallic blue
90372,metamorfosis,batu tulis terjadi dari tanah liat yang mengalami metamorfosis,slate is made from clay that has undergone metamorphosis
90389,metaturnal,hewan metaturnal,metaturnal animals
90496,metodis,taman kanak-kanak mengajarkan bermain secara metodis,Kindergarten teaches play methodically
90497,metodologi,para penulis sejarah perlu menguasai metodologi penelitian sejarah,historians need to master historical research methodology
90501,metrik,penyelidikan metrik pada baris-baris sanjak,metrical investigation of the lines of poetry
90502,metrik,produksi timah Indonesia 25.000 metrik ton,"Indonesia's tin production is 25,000 metric tons"
90507,metro,pembangunan metro sebagai sarana transportasi umum bawah tanah merupakan usaha mengurangi kepadatan lalu lintas,The construction of the metro as a means of underground public transportation is an effort to reduce traffic density.
90513,metrologi,"jawatan metrologi jawatan yang mengurus (mengawasi) ukuran, timbangan, dan takaran","Metrology department is a department that manages (supervises) measurements, scales and measures"
90533,mewabah,penyakit yang dibawa ulat-ulat aneh mewabah di kelurahan ini,a disease carried by strange caterpillars has spread in this sub-district
90534,mewacanakan,yang mewacanakan kongres luar biasa itu bisa orang per orang,those who are discussing the extraordinary congress can be individuals
90535,mewacanakan,pemerintah mewacanakan agar Bulog memiliki stok cadangan beras di luar negeri,The government is discussing having Bulog have reserve stocks of rice abroad.
90536,mewadahi,organisasi itu mewadahi aspirasi pemuda,the organization accommodates youth aspirations
90537,mewah,"hidup (secara) mewah hidup dengan makanan, pakaian, dan barang serba banyak, mahal, dan indah; barang mewah barang yang indah dan mahal sekali; limpah mewah serba berlebih","living (in a) luxurious way with lots of, expensive and beautiful food, clothes and goods; luxury goods, beautiful and very expensive goods; abundant luxury all over the place"
90539,mewajarkan,janganlah terbiasa mewajarkan ketidakjujuran,Don't get into the habit of making dishonesty normal
90540,mewajibkan,polisi mewajibkan pengendara motor mengenakan helm,police require motorcyclists to wear helmets
90541,mewakafkan,Pak Haji Umar mewakafkan tanahnya untuk masjid,Mr. Haji Umar donated his land for a mosque
90542,mewakili,ia mewakili ibunya menghadiri pertemuan halal-bihalal,he represented his mother in attending the halal-bihalal gathering
90543,mewakilkan,janda pahlawan itu mewakilkan kepada anaknya untuk menerima hadiah,The hero's widow delegated her son to receive the prize
90545,mewalikan,ayahnya yang mewalikan putrinya dalam akad nikah itu,her father who appointed his daughter as guardian in the marriage contract
90546,mewangi,bunga-bunga itu mewangi ke mana-mana,the flowers were fragrant everywhere
90547,mewangikan,bunga-bunga dalam jambangan itu mewangikan ruangan kami,the flowers in the vase fragrant our room
90550,mewara,ketika mewara seseorang dituntut tenang dan menguasai panggung,"When performing, a person is required to be calm and control the stage."
90554,mewarisi,"karena anak satu-satunya, dialah yang akan mewarisi seluruh harta kekayaan orang tuanya","because he is the only child, he is the one who will inherit all of his parents' wealth"
90555,mewarisi,"ia tidak saja memperoleh harta kekayaan, tetapi ia juga mewarisi utang-utang yang ditinggalkan almarhum","he not only obtained wealth, but he also inherited the debts left by the deceased"
90556,mewariskan,gurunya mewariskan ilmu silat kepadanya,his teacher passed on his martial arts knowledge to him
90563,mewartakan,"dalam suratnya, ia mewartakan kelulusannya","In his letter, he announced his graduation"
90566,mewaspadai,kita patut mewaspadai bantuan asing yang ditawarkan secara besar-besaran,we should be wary of foreign aid offered on a large scale
90567,mewaspadakan,mewaspadakan pasukan itu menyebabkan musuh ragu-ragu untuk menyerang,alerting the troops causes the enemy to hesitate to attack
90568,mewataki,"kalau situasi multiperspektif itu makin mewataki konflik Teluk Persia, kejadian bisa lain sama sekali","If the multi-perspective situation increasingly characterizes the Persian Gulf conflict, events could be completely different."
90570,mewawancarai,wartawan itu sedang mewawancarai beberapa orang pengungsi korban keganasan perang,The journalist was interviewing several refugees who were victims of the brutality of war.
90571,mewawas,politik negara kita selama ini lebih banyak digunakan untuk mewawas ke dalam,our country's politics has so far been used more for inward insight
90572,mewawas diri,kita harus mewawas diri agar jangan membuat kesalahan yang sama,we must be self-aware so as not to make the same mistakes
90574,mewedar,"tidak perlu mewedar, lepaskan panahmu","no need to mewedar, release your arrow"
90579,mewilayahi,daerah kerjanya mewilayahi bukit itu,The work area is in the hill area
90584,mewismakan,perlu mewismakan mereka untuk menginsafkan dan menyadarkan mereka agar menjadi warga ibu kota yang baik,it is necessary to send them home to convince and awaken them to become good citizens of the capital city
90585,mewisuda,perguruan tinggi tersebut mewisuda hampir 500 sarjana tahun ini,The college graduated nearly 500 undergraduates this year.
90594,meyakin-yakini,meyakin-yakini suatu hal yang buruk,believing in something bad
90595,meyakini,benarkah engkau meyakini nasihatku ini?,Do you really believe my advice?
90596,meyakinkan,"supaya tidak salah mengambil putusan, baiklah kita meyakinkan sendiri kebenarannya","So that we don't make the wrong decision, let's convince ourselves of the truth."
90597,meyakinkan,"ia berusaha meyakinkan ayahnya bahwa uang itu benar didapat di jalan, bukan hasil curian","He tried to convince his father that the money was really obtained on the street, not stolen."
90598,meyakinkan,meyakinkan pengajiannya,convince his study
90599,meyakinkan,"bagaimana kita tidak terpikat, perkataannya begitu meyakinkan","how can we not be captivated, his words are so convincing"
90648,midar,dagangannya dibawa midar,Midar took his merchandise
90706,mikro,ditinjau secara mikro tempat itu hanya pantas untuk pasar,reviewed micro the place is only suitable for market
90708,mikro-,mikrofilm; mikrokosmos; mikroorganisme,microfilm; microcosm; microorganism
90709,mikro-,mikroskop,microscope
90710,mikro-,mikrogram; mikrofarad,microgram; microfarad
90715,mikroangiopati,risiko yang lebih ringan ialah lahirnya bayi mikroangiopati,a lighter risk is the birth of a microangiopathic baby
